description	  پێناسه	وەسف	دەربارە											
descriptor														
descry														
desex														
desexualise														
desexualize														
design	  شێوە	شێوەکاری	دیزاین											
designate														
designation														
desire	  داخوازی	خواست												
desist														
desk	  مێزی نووسین													
despatch														
dessert	  شیرینی													
destine	  تەرخان دەکا	دیار دەکا												
destiny	  چارەنووس	قەدەر												
destroy	  وێرانکردن	تێکشکاندن												
destroyer														
destruction	  وێرانکردن	خاپورکردن	تێکدان											
detach	  جیا دەکاتەوە													
detail	  درێژە پێدان	شیکردنەوەی تەواو	وردەکاری	وردەکارییەکان	پاژەکان									
detention	  دەستبەسەری	گلدانەوه	راگرتن											
deteriorate														
deterioration	  تێکچوونی بارودۆخ	بەرەودواوە چوون												
determination	  یەکلاکردنەوه	بڕیاری یەکاڵایی												
determine	  بڕیاردەدات	دیاری دەکات												
dethaw														
detonation														
devastation	  وێرانکردن	خراپکردن												
develop	  پەرەپێدان	گەشەپێدان	داهێنان	ئاواکردنەوە	بەربڵاوکردن	گەشەکردن	گەشەسەندن	پەرەسەندن	شوتنەوەی فیلم					
developing														
development	  پەرەپێدان													
deviation	  لادان	لادان لە چەق	جیاوازی لە مامناوەندی ئاماری											
device	  ئامراز	ئامێر	کەرەستە											
devolve	  دەسەڵات بۆمانەوە													
devote	  تەرخانکردن													
dialogue	  دیالۆگ	وتووێژ												
dice	  زاری تاوڵە	پاژنە												
dictate	  دەسەپێنێ													
dictation	  پێنووسینەوە													
didder														
die	  مردن	قاڵب												
difference	  جیاوازی													
different	  جیاواز	جیا												
differentiate	  جیاوازی دەکا لەنێوان													
difficultness														
difficulty	  سەختی	دژواری	گرفت	کێشە	تەنگ و چەڵەمە									
diffuse														
diffusion	  بڵاوکردنەوە	پەخشکردن												
dig	  چاڵ هەڵکەندن	هەڵکەندن	کێڵان	تێ ڕۆکردن	قووڵبوونەوە									
digest	  شیکردنەوە													
digit	  رەقەم													
dignity	  شکۆ	هەیبەت												
dilapidation														
dilate														
dimension	  قەباره	ڕەهەند	دووری	ئەندازه	پانای	بەرزای)								
dimensionality														
diminution														
din	  پڕدەنگەدەنگ	ژاوەژاو	دەنگی بەرز											
dinero														
diocese														
direct	  ئاراستە کردن	بەڕێوەبردن	ڕابەری کردن	ڕاستەوخۆ	کتومت									
direction	  ئاراسته	رێڕەو												
directive														
director	  دەرهێنەر	بەڕێوەبەر												
dirt	  چڵک	پیسایی	پەڵە	خۆڵ										
dirty														
dirtying														
disable	  لەکارخستن	نەتوانکردن	ناچالاککردن											
disadvantage	  کەموکورتی	کێماسی	زیان											
disagreement	  ناقایلی	ڕێکنەکەوتن	جیاوازی	جودایی										
disappear	  بزربوون	دیارنەمان												
disappearance														
disarray	  پشێوکردن	شێواوکردن	پشێو	شێواو	شپڕێو	تێکەڵ پێکەڵ	ئاڵۆزباڵۆز							
disavowal														
disbelief	  بێ باوەری	بێ بڕوایی												
disburse														
disc	  دیسک	ته‌پک	په‌پکه	سیدی										
discard	  وەلانان	خستنەلاوە	لابردن	فڕێدان										
discernment														
discharge	  هەڵپەسارتن	دەر کردن	بەردان	ئازاد کردن										
disciple	  شاگرد	فێرخواز												
discipline	  رێکوپێکی	زاکوون	دیسپلین	دووزەنه	تەکووزی									
disclaimer														
disclose	  ئاشکراکردن	دەرخستن	کردنەوە	ئاوەڵەکردن										
disclosure	  درکاندنی نهێنی	ئاشکراکردن												
discolor														
discolour														
discomfit														
discompose														
disconcert	  دەشێوێنێ	هەراسان دەکا												
disconnect	  پچڕانی پەیوەندی	دەرهێڵبوون												
discontinue														
discount	  داشکاندن													
discourse	  لێدوان	دیسکۆرس	گوتاردان	باسکردن										
discourtesy														
discover	  دۆزینەوە	ئاشکرا کردن	دەرخستن	فێربوون										
discovery														
discretion														
discriminate	  جیاوازیکردن	جیاکردنەوە												
discrimination	  جیاکاری	هەڵاوارن	جوداڕوانینی رەگەزی	ڕەگەزپەرستی										
discuss	  تاووتوێکردن	دانوستان	وتووێژ	گفتوگۆ										
discussion														
disease	  نەخۆشی درێژ خایەن	دەرد												
disembowel														
disenable														
disgrace	  ئابڕووچوون													
disguise	  خۆی دەگۆڕێ	ڕووخساری دەگۆڕێ												
disgust	  قێر	نەفرین												
dish	  قاپ	دەوری												
dishonesty														
dishonor	  شورەیی	ئەتک												
dishonour	  ئابڕووچوون	شورەیی												
disinfect	  پاقژ دەکا													
disinherit	  بێبەریکردن لە میرات													
disintegrate	  وردبوون	ڕزان	پتورکان	تێکشکان	ورودوخاشبوون	داڕزان	دافەرەکیان							
disk	  تەپک	پەپکە	دیسک											
dislike	  حەزلێ نەکردن	قین لێ بوونەوە												
dislocate	  لەجێ‌چوون(- ی ئێسک و جومگه)													
dislodge	  لەجێ لادەبا													
dismantle														
dismiss	  دەر کردن	ڕێ پێنەدان	رەدکردنەوەی گازنده(دادخوازی)											
dismissal														
dismission														
dismount														
disorder														
disown														
dispatch	  ناردن	ڕەوانەکردن												
dispel														
dispense														
disperse														
displace														
display	  دەرخستن	پیشان دان	پەردە											
displease														
disport														
disposal														
dispose														
disposition														
disproof														
dispute	  کێشه	ناکۆکی	گرفت											
disregard	  گوێ پێنەدان	پشت گوێ خستن	گرنگی نەدان	بایەخ نەدان	ئاوڕلێنەدانەوە	خۆتێنەگەیاندن								
disrupt	  تێکدان	شپڕژەکردن	پچڕاندن	پساندن										
diss														
dissemble														
dissembling														
dissent	  بۆچوونی جیاواز	بەرهەڵستی												
dissever														
dissimulation														
dissipate														
dissipation														
dissolve	  تواندنەوە													
dissonance														
distance	  ناوبەر	دووری	مەودا											
distinction														
distinguish														
distinguished														
distortion														
distraction														
distribute	  دابەشکردن	بڵاوکردنەوە												
distribution	  دابەشکردن	بڵاوکردنەوه	پەخشکردن											
district	  ناوچه	دەڤەر	هەرێم											
disturb	  بێزارکردن	شێواندن	تێکدان	لێکدان	تەنگ پێهەڵچنین									
disunite														
divergence	  پەڵهاوێژی	بەڵاوبوون												
diversion														
divert														
divide	  دابەشکردن	لەتکردن												
divider	  بەشکەر													
divinity														
division	  دابەش	بەش												
divulge														
do	  کردن													
doc														
doctor	  پزیشک	دکتۆر												
doctrine	  زانستی ماف	دۆکترین												
document	  بەڵگه	شانک	سەنەد											
dodge														
dog	  سەگ													
doings														
doll	  بووک	بووکەشووشه												
dollar														
dolly														
domain	  دۆمەین	پاوان												
domestic														
domicile	  جێگەی مانەوه	بارەگه	نیشتنگه	ماڵ										
domiciliate														
dominance														
dominion	  دەسەڵات بەڕێوەبردن	زاڵ												
don														
dorsum														
dot	  خاڵ													
double	  جووت	دووهێنده	دەبڵ											
doubt	  بەگومان	گومان پێبردن												
doubtfulness														
dough	  هەویر													
down	  خوار	نزم	خوارەوە	لەخوارەوە	بۆخوارەوە	بەرەوخوار								
downer														
downfall														
Dr														
drag	  ڕاکێشان	خشاندن												
drain	  ئاوەڕۆ	وشک بوون	خاڵ بوون	لێ چوون	چۆڕبڕکردن									
dramatics														
dramaturgy														
drape														
drapery														
draughts														
draw	  نیگارکێشان	یەکسانبوون	ڕاکێشان	دەرهێنان										
drawing														
dream	  خەون	خەون بینین												
dredge														
dress														
dresser														
dribble														
driblet														
drift														
drill	  ڕاهێنان	کونکردن	بیرلێدان											
drink	  خواردنەوە	شلەمەنی	مەی	شەڕاب										
drinkable														
drive	  لێخوڕین	هاژۆتن	ئاژۆتن	ئاژۆک	پاگز									
driveway														
drop	  دڵۆپ	تنۆک												
drop-off														
drove														
drown	  خنکاندن	خنکان	خووساندن	تەڕکردن	بنبڕکردن									
drudge														
drug	  دەرمان	سڕکەر												
drugstore	  دەرمانخانە													
drum	  تەپڵ													
dry	  وشک	بێ‌ئاو												
drygoods														
dryness	  وشکی													
dubiety														
dubiousness														
durables														
duration	  ماوە	کات	وادە											
dust	  سڕینەوە	تەکاندن	تۆز	خاک و خۆڵ										
duty	  ئەرک	فرمان	باج	خەرج										
dwell	  نیشتەجێ بوون													
dweller	  نیشتەجێ													
dwelling	  شوێنی ژیان													
dye	  ڕەنگ کردن	بۆیەکردن												
dyestuff														
E	  ئی	پێنجەم پیتی ئەلفوبێی ئینگلیزی												
ear	  گوێ													
earn	  پەیداکردن	دەستکەوتن	قازانج کردن											
earnings														
Earth	  ئەرز	زەوی												
ease	  ئاسانی	هاسانی	سانایی											
east	  رۆژهەڵات	خورهەڵات												
eat	  خواردن													
eatable														
eccentric														
echinoderm														
echo	  زایەڵە													
economy	  ئابووری													
eden														
edge	  لێوار	قەراخ												
edible														
edict														
edifice														
edition	  چاپ													
educate														
educatee														
education	  پەروەردەکردن	فێرکردن	راهێنان											
educator														
eff														
effect	  کاریگەری	شوێنکار	ستین	توان	ئاوزان	هێز	بڕی وزە							
effectiveness														
effectivity														
effectuality														
effectualness														
effectuate														
effectuation														
efficiency	  لێهاتووی	کارایی												
effort	  ڕەنج													
egg	  هێلکە	هێلک												
eggbeater														
eggs														
eggshell														
egocentrism														
egoism														
eject	  فڕێ دان	دەرپەڕاندن	هەڵدان											
EL														
elaborate														
elapse														
elate														
eld														
elder	  ڕدێنسپی													
elect	  هەڵبژاردن													
election	  هەڵبژاردن													
electricity	  ئەلکتریسیته(جۆرێک وزه)	کارەبا												
elegance	  سپۆرتی (ڕێک و پێکی جل وبەرگ)	کەشخە												
element	  توخم	مێتاڵه بنچینەییەکان	سەرەتاییەکان											
elemental														
elevate	  بەرزکردنەوە	بڵیندکردن	ڕێزلێنان	هاندان	شادکردن									
elevation														
eliminate	  لابردن	سڕینەوە	قەڵاچۆکردن	وەدەرنان										
ellipse	  هێلکەیی	تەنی هێلکەیی												
elongate														
elucidate														
emasculate														
embellish														
embellishment														
emblazon														
emblem	  نیشانە	هێما	دروشم											
embrasure														
emigration														
eminent														
emit														
emollient														
emotion	  هەست	سۆز	پسوو	دنگۆ										
emotionlessness														
empathy	  سۆزیاری	ئیمپاتی	هاوسۆزی	هاودڵی(چوونەنێوەوەی هەستی کەسێکی تر و تێگەیشتنی ئەوەی ئەو هەستی پێدەکا)										
emphasise														
emphasize														
Empirin														
emplacement														
employee	  کارمەند	فەرمانبەر												
employer	  خاوەنکار													
employment	  کار	ئیش	خزمەت	جێگا										
empowerment														
empty	  بەتاڵ													
empyrean														
enactment	  یاسا دەرکردن													
encipher														
enclose	  دەورەدان	پەرژین کردن	خستنەناو											
enclosure														
encode														
encounter														
encourage	  هاندان													
encrustation														
encrypt	  شفرەکردن	کردنە هێما												
encumbrance														
end	  پایان	کۆتایی	بنەتا											
endanger														
endeavor														
endeavour	  کۆششکردن													
ending	  کۆتای دێت	بەکۆتادێت	تەواو دەبێت											
endocrine														
endorsement	  ئیمزای پشت بەڵگەێک													
endure	  بەرگەگرتن	خۆڕاگرتن	ئارامگرتن	کۆڵنەدان	دەرۆست هاتن	ئۆقرەگرتن								
enemy	  دووژمن	نەتەوی	نەیار											
energise														
energize														
energy	  وزه													
enfeeble														
engage	  بەکار گرتن													
engagement														
engender	  بونە هۆی دروستکردن	بونە هۆکاری دروستبوون												
engine	  بزوێنەر	مەکینه	موتۆر											
engineer	  ئەندازیار													
engineering														
engross														
engrossment														
engulf														
enjoin														
enjoy	  چێژوەرگرتن	چێژبردن	هەبوون	بەهرەمەند بوون لە										
enlarge	  گەورەکردن	پەرەپێدان	بەرینکردن	بەرفراوانکردن										
enlighten														
enlist														
enlistment														
enliven														
enmity	  دوژمنایەتی	ناکۆکی	نەیارێتی											
enormity														
enounce														
enquire														
enquiry														
enrol	  بوون بائەندام	تۆمارکردن												
enroll														
enrollee														
enrollment														
enrolment														
ensconce														
ensemble														
ensue														
enter	  چوونەژوور	هاتنەناوەوە	تۆمارکردن	خستنەناوەوە										
entering														
enterprise	  پرۆژەی ئابووری													
entertain	  سەرگەرم	قاڵبوون	کات بەسەربردن	دڵخۆشبوون										
entertainer														
entertainment														
enthusiasm														
entire														
entity														
entrance	  دەروازەچونەژوورەوە	ڕێگە چونەژوورەوە												
entreaty														
entrepot														
entrust														
entry	  دەم	زارک	دەرگانە	دەروو	ناڤدەر	درگا	دەرک	رێڕەو	پێشەکی	دەسپێک	لێما	لێمە	سەرواژە	سەروشە
enumerate														
enunciate														
envelope	  زەرفی نامە													
environment	  ژینگە	دەورووبەر												
environs														
envisage														
envision														
envy	  چاونژێری	بەخێڵی	ئێرەیی											
epiphyte														
episode	  رووداو	بەسەر‌هاتێکی گچکه												
epoch														
equal	  یەکسان	بەرانبەر												
equalise														
equalize	  یەکسانبوون	هاوتا	بەرامبەر											
equate														
equator	  هێڵی یەکسانی زەوی	هێڵی یەکسانبوون												
equid														
equilibrate														
equilibrise														
equilibrium	  هاوسەنگی													
equilibrize														
equine														
equip	  پۆشتەکردن	پەرداخکردن	سازکردن	تەیارکردن	گیڤکردن	بەرهەڤکردن	پڕچەککردن							
equipage														
equipment														
equipoise														
era	  چەرخ	سەردەمی مێژوویی	دەم	چاخ										
eradicate														
erase	  سڕینەوە													
eroding	  داخوران	داڕمان	سێویان	سوون										
erosion	  راماڵین	داشۆڕان	داخوران											
err														
error	  هەڵه													
erupt														
eruption														
escalator														
escapade														
escape	  هەڵاتن	ڕاکردن	چوونە دەرەوە											
escapism														
espouse														
espy														
essay	  وتار													
essence														
establish	  دامەزراندن	بنیاتنان	ئافراندن	رۆنان	بناغە دانان									
establishment														
estate														
esteem														
estimate	  خەملاندن	هەزیرکردن	نرخاندن	نەهاندن	خەرسانن	مەزندە کردن	تەخمین							
estimation	  مەزەندەکردن	تەخمین	خەملاندن											
ethics	  رەوشت	ئاکار	دابی ئاکار	سنجی										
European														
eutherian														
evaluate	  هەڵسەنگاندن	نەهاندن(دەستەواژەێکه که له جەبردا بەکار دێت)												
evaluator														
evanesce														
evaporate	  بەهەڵمبوون													
eve														
even	  جووت	تەخت	رێک	وەک یەک	بەرامبەر	لەگەڵ ئەوەی	تەنانەت							
evening	  ئێوارە													
event	  رووداو	بەسەرهات												
eventide														
eventuality	  ئەگەری	ئەگەری بوونی شتێک												
evidence	  بەڵگه	گۆڤان	ئاگادار	شایەت										
evil	  نەگریس	سەربەگێچەڵ												
evildoing														
evince														
eviscerate														
evolution	  وەراری	گەشه	گۆڕانکاری کاووخۆیی											
evolve	  پەرەسەندن	گەشەکردن												
exacerbate	  خراپترکردن	ئاڵۆزترکردن												
exact	  کتومت	درووست	تەواو	بەوردی										
exalt														
exam	  تاقیکردنەوە	تاقیکاری												
examination	  تاقیکردنەوە													
examine	  ورد پشکنین	تاقی کردنەوە	لێکۆڵینەوە	تاوتوێ کردن										
example	  نموونە	پەند												
exasperate														
excavate														
excavation														
exception	  هەڵاوێردی	بەردە	جیاکاری	ئاوارتە										
exchange	  دراو گۆڕینەوه	دراو ئاڵوگۆڕپێکردن												
excite	  بزواندن	ئاڵۆزاندن	ووروژاندن											
exclude														
excogitate														
excogitation														
excrescence														
excruciate														
exculpate														
execute	  بەجێهێنان	جێبەجێکردن												
execution	  لە سێدارەدان													
executive	ئەو بەشەی حکوومەت کە بڕیارێک جێبەجێ دەکا	جێبەجێکار	راپەڕێنەر	سەرۆکی دەوڵەت										
exercise	  ڕاهێنان	وەرزش کردن												
exerciser														
exercising														
exert	  کۆشس دەکات	بەکاریدەهێنێت												
exertion														
exhaust	  ئەکزۆز ئوتۆمۆبیل	ماندوو	شەکەت											
exhibit	  پێشاندان	دەرخستن	بەڵگەی پیشاندراو له دادگا											
exhibition														
exhort														
exist	  هەبوون	بوون	ژین											
existence	  هەبوون	بوون	ژین											
exit	  دەرچە	ڕێگەی چوونەدەرەوە												
exonerate														
expand	  پەرە پێدان	بەربڵاو کردن	پان کردنەوە	بڵاو کردنەوە	راخستن									
expanse														
expatiate														
expatriation														
expect	  پێشبینی کردن	چاوەڕوان کردن												
expectancy														
expectation														
expel	  کردنە دەرەوه	رتاندن												
expend														
experience	  ئەزموون	پێشینە	دەچێژێت	دەناڵێنێت										
experiment	  تاقیکردنەوە													
experimentation														
expert	  شارەزا	زانا												
expire	  کات بەسەرچوون	خراپ بوون	کۆن بوون	تێک چوون										
explain	  روون کردنەوە	هەراوکردن	ئاوەڵە کردن	بەرفرە کردن	شرۆڤە کردن	لێکدانەوە	شیکردنەوە							
explanation	  لێکدانەوە													
explicate														
exploit	  قۆرخکردن	قۆزتنەوە												
exploitation														
explosion	  تەقینەوە													
explosive	  تەقەمەنی	ئەتەقێتەوە												
expo														
exponent	  نوێن	توان												
export	  هەناردن	ناردنەدەرەوە												
exportation														
expose	  نواندن	پێشاندان	ئاشکراکردن	دەرخستن	ڕانان									
exposit														
exposition														
exposure														
expound														
express	  دەربڕین	بە روونی گوتن	روون	لەزگین	بەلەز	خێرا								
expression														
extemporise														
extemporize														
extend	  درێژکردنەوە	ڕادە												
extension	  پێوەکراو	درێژکردنەوە	پێوەکردن	درێژکردن	درێژکردنەوە	کشان	کشاندن	لقی تەلەفۆن						
extent														
exterior														
extinguish														
extol														
extravasate														
extremity														
extrusion														
exult	  شادمان	زۆر دڵخۆش												
exuviate														
eye	  چاو													
eyepatch														
fabric	  ئەتەم	ڕیشاڵ	چنراوی پارچە یان قوماش	بنەما	ژێرخان									
fabricate	  دروستکردن	پێکه‌وه‌نان	هه‌ڵبه‌ستن											
fabrication	  دروستکردن	هه‌ڵبه‌ستن												
face	  دەموچاو	ڕوومەت												
facet	  روو	ڕووی ته‌ختی خشڵ	رووبه‌رێکی بچوک											
facilitate	  ئاسانکاری دەکات	کارئاسانی دەکات	سانا دەکات	سادە دەکات	ساکار دەکات	یامەتی دەدات	شیتەڵ دەکات							
facility	  ئاسانکاری	ئامراز												
fact	  فاکت	ڕاستی	ڕووداوێکی ڕاست											
factor	  هۆکار	کارتێکەر												
factory	  کارگە	کارخانە												
faculty	  توانا	مامۆستایانی زانکۆ یا پەیمانگا	توانای بیرکردنەوە	کۆلێژ										
fade	  کاڵبوونه‌وه‌	سیسبونه‌وه‌	له‌چاوونبوون	ده‌چڵێته‌وه‌										
fag	  ئێشکردن و ماندووبوون	به‌رده‌ستی کردن	جگه‌ره‌											
failure	  سەرنەکەوتن	شکست												
faith	  باوەڕ	دین	بڕوا	ئیمان	متمانە									
fake	  ساخته‌کردن	نادروست												
fall	  کەوتن	داکەوتن	بارین	وەرین	گەڵاڕێزان	پاییز	تاڤگە							
falsification	  گۆڕین بۆ ساخته‌کردن	ساخته‌کردن												
falter	  زمانگیران	لاڵه‌په‌تێ	پێ داچوون											
fame	  ناوبانگ													
familiar	  باو	ناسراو												
family	  خێزان													
fan	  فێنککەرەوە	پانکە	باوەشێن	لایەنگر	هەوادار									
fanaticism	  کوێر باوه‌ڕی	مێشک ته‌سکی												
fancy	  خه‌یاڵ	هه‌وه‌س	داڵغه‌	حه‌زلێکردن	حولحولی	گرانبه‌ها	جوان	رازاوه‌	که‌شخه‌	خۆشویستن	دڵ لێچوون			
fanny	  قنگ	گوپی قنگ	سمت											
farewell	  خواحافیزی کردن													
farm	  کێلگە													
farming	  کشتوکاڵی	کشتوکاڵی کردن												
fashion	  باو	شێوە	مۆد											
fast	  خێرا	توند	چەسپاو	دڵسۆز نەگۆڕ	باش	تەواو	ڕەنگ نەگۆڕ	سەردانی کورت	بێباکانە	ڕۆژوو گرتن				
fasten	  به‌ستن	سه‌پاندن به‌سه‌ردا	پێوه‌به‌ستران	پێوه‌لکان										
fastener	  قفڵ													
fastening	  قایمکردن	توندکردن	شتی قایم که‌ر											
fasting														
fastness	  خێرایی	گورجی	قایمی	بێ مه‌ترسی	مه‌ڵبه‌ند	لانه‌	قاڵا							
fat	  دەوڵەمەند	بەسوود	زۆرو زەبەن	کەرو بێ مێشک	بەز	پیو	لەبە	قەڵەو	رۆن	چەوری	بەڕۆن			
fate	  قەدەر	چارەنووس												
father	  باوک													
fatigue	  ماندووکردن	هێز لێ بڕاندن	لە پەل و پۆ خستن											
fatten	  قه‌ڵه‌وکردنه‌وه‌	دابه‌ستن												
fatuity	  کەری	کەرێتی	بێ مێشکی											
fatuousness	  سه‌خافه‌ت	که‌ر												
fault	  هەڵە													
fauna	  گیاندارانی ناوچه‌یه‌ک													
fawn	  کلکه‌له‌قێبۆکردن	مه‌رایکردن	ماستاوکردن	به‌ده‌وروقندا هاتن	به‌چکه‌ئاسک	قاوه‌یی یه‌کی کاڵ								
Fe	  ئیمان													
fear	  ترس	ترس و لەرز	باک											
fearfulness	  ترس													
feat	  شیاو	باش	گونجاو	کارامە	جوامێر									
featherbed														
feature	  دانستە	تایبەتمەندی	گەوشین	سیما	سەروسیما	سەكوت	بیچم	ڕیخت	نموود	قەڵافەت	دیامان	ڕەنگوڕوو		
fecundate														
federation	  فێدراسیۆن	یەکێتی	هاوپەیمانی	یەکگرتن										
fee	دەسهەق	مز		کرێ	تێچوون	خەرج								
feed	  خواردن پێدان	دان پێدان	دەرخوارد دان											
feel	  هەست دەکات	هەستکردن	هەست	پێیوایە										
feign														
felicity	  شادی	به‌ختیاری	کامه‌رانی	سه‌رچاوه‌ یا هۆی شادی	ووته‌ بیرێکی به‌جێ									
fell	  دان به‌زه‌وی دا	خستن	بڕینه‌وه‌	داپاچین	بێ به‌زه‌یی	دڕنده‌	گردی به‌ردانی یا ڕووته‌نی	کوشنده‌						
fella														
feller	  هاوڕێ	براده‌ر	ئاوه‌ڵ	دانه‌یه‌ک له‌ جووتی شت	قوتابی زانکۆ که‌ یارمه‌تی دارایی درابێت	دڵدار								
fellow	  کابرا	کاورا	مێرک	فڵان	کەس	هاوڕێ								
fellowship	  براده‌رێتی	هاوڕێیه‌تی	کۆمه‌ڵه‌ براده‌ر	قۆتابی زانکۆ که‌ یارمه‌تی دارایی درابێت										
felony	  تاوانی گەوره	جەنایەت	کەتن											
female	  می	مێینە												
fen	  زۆنگاو	زەلکاو	زۆنگ	گەناو										
fence	  پەرژین	شووره	کەسێک کڕین و فرۆشتن بە کەل و پەلی دزێتیەوە بکات	شمشێربازی										
fencing														
fender														
fenland														
ferment	  دەترشێت	هەوێن												
ferry	  کەشتی گەورەی گوستنەوە (ئوتومبیل و نەفەر)													
ferryboat														
fertilise														
fertilize	  به‌هێزکردنی زه‌وی	په‌ین تێکردن	پیتکردن											
festinate														
festival	  جەژن	ئاهەنگ	ڤستیڤاڵ											
festivity	  جەژن	شادی	ئاهەنگ											
fetch	  هێنان	مرۆڤ	گیاندار) چوون بۆی و هێنانی	لێده‌رهێنان	دڵڕاکێشان	پیاکێشان								
fete	  ئاهه‌نگ و زه‌ماوه‌ند													
fiat														
fiber														
fibre														
fidget														
field	  دەشت	زەوی	کێڵگه	خانە										
fight	  شەڕکردن	جەنگ کردن	بەربەرەکانی											
fighting														
figure	  شێوە	پەیکەر	وێنە	کۆتەڵ	وێناکردن	هێنانەبەرچاو	ژماردن							
file	  فایل	دۆسیە	پەرگە											
fill	  پڕکردنەوە	پڕبوونەوە	تێرکردن	هەڵنووساندن										
fille														
film	  فیلم گرتن	فیلم هەڵگرتنەوە	فیلم	فلیم	پەردەی ناسک	کاژی								
filmmaker														
filter	  پاڵێوەر	پاڵاوتن												
fin	  شاخی سەرپشتی ماسی													
finalise														
finalize														
finance	  کاروباری ماڵیی	سەرمایەگوزاری	تەرخانکردنی سەرمایە											
finances														
find	  دۆزینەوە	دیتنەوە	پەیداکردن											
fine-tune														
finger	  پەنجەی دەست	قامک												
finish	  تەواو کردن	کۆتایی پێهێنان	دوایی هێنان	ڤەبڕین	گەیاندنە ئەنجام	ئاخر	دوایی	دوماهی	کۆتایی	سەرەنجام				
fire	  ئاگر	وەدەرنان	لەسەرکارلابردن	تەقەکردن										
firewood														
firing														
firm	  کۆمپانیا	بەهێز	بەرگر	دامەزراوی بازرگانی										
firmament														
firmness														
first	  یەکەم	مەڵڵا	سەرەتایی											
fish	  ماسی													
fishgig														
fissure	  قەڵش	درز	شەق											
fisticuffs														
fit	  لەبار بوون	گونجان	شیان	گونجاو	لەبار									
fix	  جێگیر کردن	چەسپاندن	چارەسەر کردن	راست کردنەوە	چاک کردنەوە									
fixed	  جێگیر	چەسپاو	جێگیرکراو	چەسپێنراو	چارەسەرکرا	چارەسەرکراو								
fixing														
fixings														
fixture														
fizgig														
flag	  ئاڵا	نیشانکەر												
flake														
flaky														
flank														
flap														
flash	  ترووسکانەوە	بریقەدان	تیشکدانەوە	تیشک	بریقە	بڕوسکە	فلاش							
flat	  نهۆم	تەخت	پان	باڵەخانه										
flatboat														
flatten														
flatter														
flavorer														
flavoring														
flavourer														
flavouring														
flawlessness														
flee	  دەرچوون	دەرپەڕین	هەڵاتن	قووچاندن										
fleet														
flex	  نوشتاندنەوە	جوڵاندن												
flexure														
flick														
flight	  گەشتی فڕۆکە													
fling														
flip														
flirt														
flirtation														
flirting														
float	  ژمارەی کەرت	سەرئاوکەوتوو	سەراوی	مەلەوەر										
flock	  پۆل	رەوە	کۆمەڵێک											
flood	  لافاو	توندئاو	شیپ	ئاوڕابوون										
floor	  زەوی	کەفی ژوور	هەرد											
flooring														
flora	  گۆڵنامه	فلۆرا	تەوای گیاگەلی دەڤەرێک											
floriculture														
flourish														
flow	  تێ ڕژان	ڕەوان بوون	ڕۆیشتنی ئاو	ڕێڕەو	تەوژم	لێشاو								
flower	  گوڵ													
flowing														
flub														
fluctuation	  هەڵکێشە و داکێشە	سەروژێری												
fluff														
fluid	  شلە	شلەمەنی	ناجێگیر	گۆڕاو										
flurry	  بەفری توند(ی کوتوپڕ و کورتخایەن)	باوبەفر	باوباران											
flush														
flux														
fly	  هەڵفڕین	فڕین	مێرووی باڵداری بچووک											
foal														
focus	  سەرنجدان	دیقەتدان												
focusing														
focussing														
fog	  تەم	تەمومژ	تەماوی	لێڵی	تەرزە									
fold														
foliage	  لق و گەڵا													
folio														
folk	  خەڵک	خەڵکی	میللی											
follow	  شوێن کەوتن	وەدووکەوتن	گوێڕایەڵی	فەرمان بردن	تێگەیشتن	لە خوارەوە باسکران								
follower	  شوێن کەوتوو	چاولێکەر	پەیڕەو	لاساکەر	دواکەوتە	پێگرتی	دوکەڤتی	تەک کەوتە	پاش ڕۆ					
following	  پێڕەو	دووکەوتوو	دوایی	ژێرەوە										
followup														
follow-up														
folly	  گەمژەی	نەزانی	گەوجی	بێ عەقڵی										
fondle														
fondness														
food	  خواردەمەنی	چێشت	خۆراک	چەرە	واردە	شێو								
fool	  گێژ	گەمژە												
foolishness														
foot	  لا‌	پێ	قاچ											
football	  تۆپانێ	تەپکانێ	تۆپێن											
footgear														
footpath	  ڕێگەپێ													
footrace														
footstep														
footwear	  پێ پۆش	‏شتی لە پێکردن‏												
forbear														
force	  زۆرلێکردن	بەزەبری هێز	هێز											
forcefulness														
forebear														
forehead	  توێڵ	ناوچاوان												
foreigner	  کەسی بیانی													
foreman														
forenoon														
forepart														
foreshorten														
forest	  دارستان	جەنگەڵ	لێرەوار											
foretell														
forfeit	  لەکیس دان	لەدەستدان												
forge														
forget	  لەبیرچوون	لەیادکردن												
forgive	  بەخشین	لێبووردن	لێخۆشبوون											
forgo														
form	  شکڵ پێدان	فۆڕم پێدان	پێکهێنان	سازدان	داڕشت	فۆرم	شێوە							
formation														
formulation														
forte-piano														
fortify														
fortuity														
fortune	  بەخت	شانس	سامان	دارایی	سەرمایە	مەلەسەک								
fossil	  فۆسیل	بووبەرد	پاشماوەی ئاژەڵ یان رووەک											
foul-up														
found	  دامەزران	دۆزراوە	پەیداکراو											
foundation	  دامەزراندن	ڕێکخراوە												
fountain														
fraction	  کەرت													
fracture	  شکانی ئێسک													
fragment	  پارچەپارچەبوون	کەرت کەرت بوون												
fragmentise														
fragmentize														
fragrance														
frame	  چوارچێوە													
framework														
framing														
fraternity														
fray														
freak														
freakish														
freaky														
free	  ئازاد	سەربەست	بەلاش	خۆڕایی	بێ بەرامبەر	بێ پارەدان								
freedom	  ئازادی	سەربەستی												
