چەماوه	curve																			
چەماوە	bent	crook	crooked																	
چەمک	concept	conception	expression																	
چەندجارەکردنەوە	repetition																			
چەندێتی																				
چەو	boulder																			
چەوری	fat	fatty																		
چەوسان	toil																			
حاکم																				
حاڵ	attitude	temper																		
حاڵیبوون	understand																			
حکوومەت	authority	government																		
حه‌زلێکردن	fancy																			
حوکم	order	sentence																		
حولحولی	fancy																			
حونجە	spell																			
حیزب																				
حیساب	calculation																			
حیکایەت																				
حەبەسان	shock																			
حەپەسان	puzzle	surprise																		
حەز	fond	interest																		
حەزلێبوون	interest	please																		
حەزلێکردن	like																			
حەزلێنەکردن																				
حەسانەوە	leisure	lie	relaxations																	
حەسحەس																				
حەشامات																				
حەشیش																				
حەڵوا	confection																			
حەمام	bathroom																			
حەوز	pool																			
خاپاندن	deceive	delusion	mislead																	
خاپورکردن	demolition	desolation	destruction																	
خاتوون	lady	madam																		
خاچ	cross																			
خاسمانی																				
خافڵاندن	amuse	occupy																		
خافڵگیرکردن	surprise																			
خاڵ	bullet	point																		
خاڵۆزا	cousin																			
خانه	cell																			
خانوبەرە	housing																			
خانوو	accommodation	building	home																	
خانووبەره	property																			
خانی																				
خانە	field	inn																		
خانەخوێ	host																			
خاوه	tax																			
خاوێن	clean	innocence	neat	pure																
خاوە	blackmail	custom																		
خایاندن	abide	last																		
خراپکردن	corrupt	devastation																		
خراپە	vice																			
خڕکردنەوە																				
خزمایەتی	affinity																			
خزمەت	employment																			
خزمەتگوزاری																				
خزۆک																				
خزین	slide																			
خستن	fell																			
خستنەبەرچاو																				
خستنەپاڵ	append	combine	juxtapose	juxtaposing	juxtaposition															
خستنەدوا																				
خستنەسەر	addition	annexation	push	rest	supplemented															
خستنەکار	launch	operate																		
خستنەگەڕ	launch	operate																		
خستنەلاوە	discard																			
خستنەناو	enclose	include																		
خستنەناوەوە																				
خشاندن	drag																			
خشت	adobe	block																		
خشتە	list																			
خشتەک	cube																			
خشکه‌کردن																				
خشەخش																				
خلۆربوونەوە																				
خلیانەوە	roll																			
خلیسکان	slide																			
خڵەفاندن	deceive	mislead																		
خنکان	drown																			
خوا	allah	god																		
خواپێدان																				
خواربوونەوە	lean	sag																		
خوارتر	lower																			
خواردن	eat	take																		
خواردنگە																				
خوارەوە	down																			
خوازبێنی	engagement	propose																		
خوازە																				
خواست	demand	desire	facultative	intent	volition	will														
خواستن	aspire	hunger	request	would																
خوایشت	will																			
خوایی																				
خوتەکردن	lecture	scold																		
خود	own	self																		
خودانیەتی	ownership																			
خودێ																				
خورما	date																			
خورهەڵات																				
خولانەوە	circulate	orbit	roam	spin	whirl	whirling														
خولخولە	spin																			
خولیاندن	tempt																			
خوڵقێنراو																				
خوڵقێنەر	creator																			
خوو	custom	morality	temper																	
خووپێوەگر																				
خوودانەشتێ	interest																			
خووساندن	drench	drown																		
خووگری	addiction																			
خوێندکار	learner	student																		
خوێندنەوە	pronounce	read	reading																	
خوێنسارد	cool																			
خوەسندان	abuse																			
خۆ																				
خۆبەڕێوبەری																				
خۆپێشاندان																				
خۆپیشاندان																				
خۆپەنادان	shelter																			
خۆترنجاندن	hack																			
خۆتێنەگەیاندن																				
خۆر	sun																			
خۆراک	food	nutrition	provision																	
خۆڕاگرتن	bear	endure	suffer																	
خۆڕاگری	durability	resist																		
خۆڕاهێنان	adapt																			
خۆڕایی	free	gratis	gratuitous																	
خۆشویستن	fancy																			
خۆشی	pleasure	prosperity																		
خۆشەویست	cute	honey	lover	popular	treasure															
خۆشەویستی	affection	love																		
خۆشەویستەکەم																				
خۆفناک	frightful																			
خۆکێشانەوە	stretch																			
خۆگرتن	resist																			
خۆگرفتارکردن																				
خۆڵ	dirt	soil																		
خۆماڵیی	native																			
خۆمانە	household																			
خۆهەڵسەنگاندن																				
خۆوڵاتی	native																			
خۆیی	native																			
خێر	alms	interest																		
خێرا	express	fast	hasty	prompt	quick	rapidly	smart	soon	swift	urgent										
خێرایی	acceleration	fastness	hurry	speed																
خێزان	family	household	households	wife																
خێڵ	cockeyed																			
خەبار	danger																			
خەبەردان	report																			
خەت	tail																			
خەتەر	danger	peril	reckless																	
خەجڵ	busy																			
خەراپکاری	subversion																			
خەرج	charge	duty	fee																	
خەرسانن	estimate																			
خەرکاو	busy																			
خەرمان	crops	harvest																		
خەریک	busy																			
خەریکبوون																				
خەزنکراو	stock																			
خەسار	damages	loss																		
خەسارکردن																				
خەست	dense	intense	thick																	
خەستی	pitch																			
خەفەت	worry																			
خەفەتباربوون																				
خەلک																				
خەلە	harvest																			
خەڵات	award	gift	medal	prize	trophy															
خەڵاتکردن																				
خەڵکی	folk																			
خەڵەتاندن	deceive	mislead																		
خەم	woe																			
خەمبار	dejected	distraught	upset																	
خەملاندن	calculate	estimate	estimation	garnishes																
خەمڵاندن	conceive	furnish	guess	guesswork																
خەو	sleep																			
خەوتن	sleep																			
خەوەنووچکە																				
خەیاڵ	barfly	boozed	fiction	imagination																
خەیاڵکردن	imagine																			
داب	custom																			
دابڕین	deprive																			
دابه‌ستن																				
دابینکردن	prepare	reserve																		
دابینی	guarantee	insurance																		
دابەزاندن	abasement	cut	deduct	reduce																
دابەزین	descend	descent	diminish	reduce	sink	slump														
داپاچین	fell																			
داپچڕاندن																				
داپۆشین	case	cover																		
داپیره‌	grandma	grandmother																		
داتا	data	facts																		
داخستن	close	closing	restrain	seal																
داخواز	demand																			
داخوران	corrosion	dwindle	erode	eroding																
داخورپان	shock																			
دادپەوەری																				
دادگیرساندن	ignite																			
دادوەری	adjudication	fairness	judgement	magisterial																
دادێ	mother																			
دادەپڵۆسێت	switch																			
دادەگرێ																				
دار	arbor	stick	tree	wood																
دارایی	financial	fortune	possession	richness	treasury	wealth														
دارتڵیش	wedge																			
دارچک	bush																			
دارخورما	palm																			
دارستان	forest	woodland	woods																	
داڕزان	disintegrate	dissolution																		
داڕشت	form	format																		
داڕشتن	composition	initiate																		
داڕمان	collapse	eroding	plummet	rockfall	ruin															
داستان	fiction	narrative																		
داشکان	diminish	reduce																		
داشکاندن	discount	offer	rebate	reduce																
داشۆڕان	erosion																			
دافەرەکیان																				
داکراو																				
داکەتن	descend																			
داکەوتن	fall	prostration																		
داگرتن	download	push																		
داگیرساندن	launch	light	start	starting	turn-on															
داگیرکاری	colonial	colonialism	occupation																	
داگیرکردن	colonize	conquer	conquering	invade	occupy	usurp														
داڵدەدان	cover	shelter																		
داڵغه‌	fancy																			
داڵغەلێدان	muse																			
دام	authority																			
دامرکانەوە	subside																			
دامودەزگا	administration																			
دامەزران	found	install																		
دامەزراندن	appoint	creation	deploy	employ	establish	establishment	foundation	inauguration	install	installation										
دان	pay																			
دانان	invest	lay	leave	place	put	set														
دانپێنان	acknowledge	confession	grant																	
دانران	lie																			
دانستە	attribute	feature	features	property																
دانوستان	discuss	negotiation																		
دانیشتوولە																				
دانەدەست	extradition																			
دانەر	author	maker																		
دانەوێڵه																				
دانەوە																				
داهات	crops	income	incomes																	
داهاتە																				
داهاڕین	crush																			
داهێنان	concoct	creation	develop	devise	initiate	innovate	innovation	invent	invention											
داهێنەر	creative	creator	ingenious	inventor	maker															
داو	ambushed	noose	trap	yarn																
داوا	call	demand	request																	
داواکاری	allegation	appeal	appellation	mandate																
داواکردن	demanding	request	require	seek																
داوەت	dance																			
دایدەماڵێ																				
دایره	department																			
دایکە	mother																			
دایه‌گه‌وره‌	grandma	grandmother																		
دایە	mother	mum	mummy																	
ددانه	gear																			
دراڤ	cash	money																		
دراو	cash	currency	money																	
دراوسێ	neighbor	neighbour																		
دراوسێیەتی	neighborhood	vicinity																		
درز	crack	cranny	crevice	fissure	lacuna	scar	seam													
درکپێکردن																				
درگا	entry																			
درم	epidemic																			
دروست	accurate	correct	judicious	logical	precise	right	TRUE	valid												
دروستکردن	concoct	construction	creation	develope	fabricate	fabrication	fashioning	manufacturing												
دروستکەر	creator	fabricator	maker	manufacturer	producer															
دروستی	accuracy	justness	sanitation																	
دروشم	emblem	motto	signs	slogan																
درووست	exact																			
درووستکراو	custom																			
درووستکردن	build	create																		
دروێنە	crop	harvest																		
درۆ	falsehood	fiction	hollow	lie																
درێژکردن	extension	reach	stretch																	
درێژکردنەوە	extend	extension																		
درێژەپێدان	linger	maintain	prolongation	protraction																
درەخت	arbor	tree																		
درەو	harvest																			
درەوشانەوه	magnitude																			
دڕنده‌	fell																			
دڕندە	barbarian	barbaric	brutal	cockeyed	hostile	monster	savage	wild												
دزین	jacking	robbery	steal																	
دژ																				
دژداری	opposition																			
دژکردەوە	react																			
دژوار	adverse	arduous	difficult	hard	inexplicit	severe	strict	tough												
دژواری	difficulty	hardship	severity	strictness																
دکتۆر	doctor																			
دلۆڤان	brave	mercy																		
دلۆڤانی	favor																			
دڵخۆش	bright	content	contented	excited	gay	glad	joyful	merry	pleased											
دڵخۆشبوون	entertain																			
دڵدار	feller	lover																		
دڵداری	love																			
دڵدانەوە	consolation	console	relieve																	
دڵڕاکێشان	fetch																			
دڵڕەق	brute	mean	unfeeling																	
دڵسۆزی	deplore	faithfully	fealty	sympathy																
دڵشادی																				
دڵگیر	glamorous	obnoxious	saddened	sweet																
دڵنیایی	assuredness	certainty	confidence																	
دڵنەوا	fun																			
دڵەکەم																				
دنگۆ																				
دنیا	universe																			
ده‌چڵێته‌وه‌																				
ده‌ره‌دان																				
دوابڕیار	decisive	definitive	resolution																	
دواجار	last																			
دواخستن	delay	postpone	retard																	
دواکەوتن	abide	delay																		
دواکەوتە	follower																			
دوان	communicate																			
دوانیوەڕۆ																				
دوانەوە	chat																			
دوایی	deciding	final	finish	following	next	subsequent														
دوایین	last	later																		
دوژمن	antagonist	hostile																		
دوکەڤتی	follower																			
دوماهی	finish																			
دومایی	result																			
دوند	summit	zenith																		
دونیا	universe																			
دوو	pair	two																		
دووان	dual	pair	pronounce	speak																
دووپاتکردنەوە	affirm	reaffirms	repeat																	
دووپاتەکردنەوە	iteration																			
دووربین	farseeing	farsightedness	glass																	
دوورتر	farther	further																		
دوورروان	background																			
دووری	coordinates	dimension	distance																	
دووزەنه	discipline	order																		
دووکەوتوو	following																			
دووگیانی	pregnancy																			
دووهێنده	double																			
دووهەم	second																			
دووهەمین																				
دوێت	duo																			
دۆخ	case	fare	mode	mood	phase	process	state	status	stem	vein										
دۆرینگ	interval																			
دۆڕان	defeat	waterloo																		
دۆڕاندن	defeat	fail	lose																	
دۆز	cause	dose	policy																	
دۆزراوە	discovered	found																		
دۆزینەوە	detection	discover	discovery	explore	find	finding	guess	recover												
دۆسیە	file																			
دۆکترین																				
دۆڵاب	board	cabinet	cupboard																	
دێ																				
دێت	coming																			
دێڕ	convent	line																		
دیار	dominant	prominent	sensible	unmistakable																
دیارخەر	attribute																			
دیارکەر	attribute																			
دیارنەمان	disappear	vanish	vanishes																	
دیاری	gift	present																		
دیاریکردن	appoint																			
دیامان	feature	features																		
دیتانە	statement																			
دیتن	observation	observe	view																	
دیتنەوە	detection	find	recover																	
دیرۆک	mythology																			
دیزاین	design																			
دیسپلین	discipline																			
دیسک	disc																			
دیسکۆرس	discourse																			
دیقەت	attention																			
دیقەتدان																				
دیکە																				
دیڵ	captive																			
دیموکراسی	democracy																			
دیمەن	look	sight	view																	
دین	faith	foolish	insane	lunatic																
دیوان	council	office																		
دیوەخان	chamber																			
دەبا	let																			
دەباتەوە	win																			
دەبڵ	double	dual																		
دەبێ	will	would																		
دەبینێت	see																			
دەبەخشێ	impart																			
دەپوکێتەوە	decay																			
دەجولێنێت	wake																			
دەچێژێت	experience																			
دەخشێ																				
دەخوازێت	wish																			
دەخولێتەوە	whirl																			
دەخۆگرتن	bear																			
دەرامەد	income																			
دەربار	palace																			
دەربارە	about	description																		
دەربازکردن	rescue																			
دەربڕین	declare	express	quote	say	state	statement	utter													
دەربەدەر	homeless	runabouts	stray																	
دەرپەڕاندن	eject	repulsion																		
دەرپەڕین	flee																			
دەرچوون	departure	evade	exodus	flee	issue	pass	success													
دەرخستن	betray	develope	disclose	discover	display	exhibit	expose	extract	presentation	pronounce	reveal	showcasing	state	uncover	unmask	unveil				
دەرد	disease																			
دەرزیی																				
دەرفەت	occasion	possibility																		
دەرک	cognition	entry																		
دەرکردن	banish	evict	eviction	expelled	issue	oust	pass	sack												
دەرکەوتن	appear	appearance	emerge	emergence	happen															
دەرگانە	entry																			
دەرمان	drug	medicament	medicine	treat	treatment															
دەرهاوێژی	projection																			
دەرهێڵبوون																				
دەرهێنان	draw	eliciting	extract	extraction																
دەرهەست	abstract																			
دەروو	entry																			
دەرئەنجام	conclusion	outcome																		
دەرەچە	port																			
دەڕوا	depart																			
دەڕوانێت	looking																			
دەزگا	establishment	gear	tract																	
دەزوولە	thread	yarn																		
دەساڵ																				
دەسپێک	entry	header																		
دەست	arm	hand																		
دەستبەسەرکردن																				
دەستپێکردن	beginning	start	starting																	
دەستپێگەیشتن	access	accessibility																		
دەستکاری	manipulate																			
دەستکردنەوە																				
دەستکورتی	impotence	poverty																		
دەستکەوت	achieve	achievement	attainable																	
دەستکەوتن	acquisition	earn																		
دەستگیربوون	obtain																			
دەستگیردەکا																				
دەستمایه	capital																			
دەستنان	push																			
دەستنیشانکردن	appoint	inauguration																		
دەسته	aggregate	cluster																		
دەستهەڵگرتن																				
دەستور	provision																			
دەستوور	order																			
دەستی	palm																			
دەستە	assembly	band	crew	group	lot	set	team													
دەستەبەرکەر	supplier																			
دەستەبەری	guarantee	insurance	security																	
دەستەهێلکە																				
دەسڕ	tissue																			
دەسشۆر																				
دەسکە	handle																			
دەسکەوت	gain	income	yield																	
دەسگیرە	handle																			
دەسهەق																				
دەسوڕێتەوە	whirl																			
دەسەڵات	authority	power																		
دەسەڵاتدار	authoritative	authority																		
دەشت	field	plain																		
دەعبا	monster																			
دەفر	container	vessel																		
دەڤەر	district	region																		
دەقڵیشێنێت																				
دەکارکردن	employ	spend																		
دەکارهێنان	handle	spend																		
دەکوتێ	beat																			
دەکێشێ																				
دەگات	arrive																			
دەگرێ	arrest	clinch	grab	grasp																
دەگوشێ																				
دەلالی	beauty	charm																		
دەلیل	argument																			
دەلەقێنێ																				
دەڵسۆزی																				
دەڵنیایی	safety																			
دەم	entry	era	mouth	period																
دەمار	nerve	vein																		
دەمەبۆڵە	brawl																			
دەناڵێنێت																				
دەنک‌																				
دەنگ	audio	phone	phoneme	phones	sound	voice	vote	votes												
دەنگدان	ballot	elections																		
دەنگوباس	news																			
دەهێنی																				
دەهەژێنێ	wage																			
دەوا	medicine																			
دەوار																				
دەوام	durability	standing																		
دەوروبەری	vicinity																			
دەورووبەر	environment																			
دەوری	dish																			
دەوڵەت	government	state	wealth																	
دەیەوێت																				
راپەڕێنەر	executor																			
راپەڕین	revolt																			
راچه	timber																			
راخستن																				
راخوڕین	threaten																			
رادیکاڵ	radical																			
رادە	rate																			
رازاوه‌	fancy																			
رازگر	secretary																			
راستەقینگەری																				
راگرتن	detain	detention	restrain	suspend																
راگواستنی																				
راگوێزان																				
رامیاروان																				
راهێنان	education	teach	train																	
راوێچکە	think																			
راوێژگه	council																			
راوێژوڕوو	humor																			
رتاندن	expel																			
رخسان																				
رزگاری	emancipation																			
روخسار	look																			
روخسەتدان																				
رووبەر	area																			
روون	express																			
رۆ																				
رۆح	soul	spirit																		
رۆژ	sun																			
رۆن	cream	fat																		
رۆنان	establish																			
رۆیشتن	travel																			
رێباز	approach	ideology																		
رێبیر	ideology																			
رێپێدان	let																			
رێدان	allow	let																		
رێڕەو	ambulatory	corridor	direction	entry																
رێزگرتن	honor																			
رێژە	level	ratio																		
رێک	even	precise																		
رێگرتن	ban	bar																		
ریز	array	train																		
ریسک	jeopardy	peril																		
رەت	trip																			
رەحم																				
رەزامەندی	approval																			
رەقەکاڵا																				
رەگ	root																			
رەگوریشەیی																				
رەگەز	gender																			
رەنج	trouble																			
رەنگدانەوه																				
رەوە	flock																			
ڕا																				
ڕابستن	conduct																			
ڕابواردن	fun	play																		
ڕابوون	awakes	rage																		
ڕابەر	courier	guide	leader	pacemaker																
ڕابەری																				
ڕاپرسی	ballot	poll	referendum	survey																
ڕاپۆرت	report																			
ڕاپۆڕاندن	thrust																			
ڕاپەڕاندن	manage																			
ڕاچڵەکان																				
ڕاچڵەکاندن	shock																			
ڕاخستن	spread																			
ڕادە	extend	level	pitch																	
ڕادەگەیەنێ	confess	impart																		
ڕادەیی																				
ڕاڕا	uncertainty	unsettled																		
ڕاڕایی																				
ڕاڕەو	lane	route																		
ڕاز	mystery	secret																		
ڕازاندنەوە	adorn	decoration	format	garnishes																
ڕاسپاردن	order																			
ڕاسپێریکردن																				
ڕاست	accurate	correct	factual	instant	just	real	right													
ڕاستکردنەوە	amendment	compensation	correcting	correction																
ڕاستکەرەوە	corrective	grader																		
ڕاستی	fact	factual	justness	reality																
ڕاستەوخۆ	direct																			
ڕاشکاو	explicit	plain																		
ڕاڤەکردن	depict																			
ڕاکردن	desertion	escape	run	running	runs															
ڕاکشان	lie																			
ڕاکێشان	attract	drag	draw	pull	tug															
ڕاکێشران	absorb																			
ڕاگرتن	cease	keep	maintain	peg	refrain	retain	stop	suspension												
ڕاگواستن	conduct																			
ڕاگوێزکردن	transmit																			
ڕاگیربوون	stay																			
ڕاگەیاندن	advertisement	announce	announcement	communicate	declare															
ڕالەسەبوون	approve																			
ڕاماڵین																				
ڕامیاری	policy	politic	political	politics																
ڕانان																				
ڕانەبردوو																				
ڕانەمەڕ																				
ڕاهاتن	adapt																			
ڕاهاتوو	accustomed	customary																		
ڕاهێنان	drill	exercise	familiarization	practice	practise															
ڕاو	hunt																			
ڕاوکردن	catch	chase	hunt																	
ڕاوگە	preserve																			
ڕاوەدوونان	chase																			
ڕاوەستان	stand	stop																		
ڕاوەستاو	standing																			
ڕزان	disintegrate																			
ڕزگارکردن	release	rescue	salvage	salvation	save															
ڕزگاری	rescue																			
ڕوانگە	attitude	lookout	opinion																	
ڕووبەڕوو																				
ڕووپەڕ																				
ڕووتێکردن																				
ڕوودان	come																			
ڕووکار	facade	front	interface	template																
ڕوومەت	cheeks																			
ڕوون	definite	distinct	explicit	obvious	patent	plain	thin	transparent	unmistakable											
ڕووناک	bright	light																		
ڕووناکی	brightness	day	light	lightness																
ڕووندەکاتەوە	impress																			
ڕوونکردنەوە	clarification	illustrate																		
ڕۆچوون	decadence	penetrate	sink																	
ڕۆح	psyche																			
ڕۆژگار	day																			
ڕۆن	grease	oil																		
ڕۆنیشتن																				
ڕۆیشتن	departure																			
ڕۆین																				
ڕێ																				
ڕێباز	policy																			
ڕێبە	guide																			
ڕێپێدان	authorization	permit																		
ڕێڕەو	flow	path																		
ڕێزگرتن																				
ڕێزلێنان	elevate																			
ڕێژە	average	parade	proportion																	
ڕێژەیی	comparative	relative																		
ڕێسا	convention	principle	rule																	
ڕێکخراوە	foundation																			
ڕێکخستن	adjustment	arrangement	organize	range	setting															
ڕێکردن	walk																			
ڕێکنەکەوتن	disagreement																			
ڕێکەوتننامە	accord	agreement																		
ڕێکەوەند	statement																			
ڕێگا	avenue	road	route	way																
ڕێگانەدان																				
ڕێگرتن	hinder																			
ڕێگە	lane	method																		
ڕێگەپێدان	authorize																			
ڕێگەپێنەدان	refrain																			
ڕێگەدان	admissions	grant																		
ڕێنوێنی	help																			
ڕێوڕەسم	ceremony																			
ڕیخت	feature	features																		
ڕیز	cuing	order	queue	regard	row															
ڕیزبەندی	sort																			
ڕیزکردن	sort																			
ڕیشاڵ	fabric	tissues																		
ڕیکەوتن	deal																			
ڕینچ	seam																			
ڕەپێنان	chase																			
ڕەچاوکردن	consider	heed	regard																	
ڕەخنە	protest																			
ڕەخنەکردن	penetrate																			
ڕەدوونان	chase																			
ڕەزیل																				
ڕەسمی	official																			
ڕەسید																				
ڕەسەن	aboriginal	authentic	genuine	native	noble	original	primal	sincere												
ڕەشنووس	concept																			
ڕەشەبا																				
ڕەشەکوژی																				
ڕەفتار	behavior	behaviour	manner	mien																
ڕەفتارکردن	conduct																			
ڕەقس	dance																			
ڕەقی	harshness	solid	solidity																	
ڕەقە	solid																			
ڕەگ	grass-rots	vessel	zuche																	
ڕەگە	vein																			
ڕەگەز	compose	genus																		
ڕەگەزپەرستی																				
ڕەگەڵخستن																				
ڕەگەڵکەوتن	combine																			
ڕەمز	code	signs																		
ڕەنجاندن	annoy	offend																		
ڕەنگاریکردن	paint																			
ڕەنگکردن																				
ڕەنگوڕوو	feature	features																		
ڕەهەند	dimension	nomad	vessel	wanderer																
ڕەواڵ	policy																			
ڕەوانەکردن	dispatch																			
ڕەوت	process	progress	stream																	
ڕەوشت	custom	ethic	mien	morale	morality	tact														
ڕەوگە	policy																			
زاراوه	idiom																			
زارڤەکەر																				
زارک	entry																			
زارۆک	child																			
زاکوون	discipline																			
زاڵ	conqueror	dominant	dominion	victor	victorious															
زاڵبوون	conquer	conquering																		
زام	hurt	ulcer																		
زامدار	hurt	injured																		
زان	bear																			
زانا	astute	expert	knowing	scientist	wise															
زانایی																				
زانک	cliff																			
زانیاری	facts	info	information	knowledge	tidings															
زانین	guess	know	learn																	
زبڵ	garbage	waste																		
زرمە	blow																			
زرنگ	astute	clever	discerning	ingenious	intellectual	intelligent	smart													
زرنگانەوە	ring																			
زریزە																				
زڤرین																				
زگ																				
زنجیر	train	zipper																		
زنجیرە	sequence	series	train																	
زوڵملێكراوی																				
زۆر	abundance	abundant	ample	copious	deal	duress	extra	greatly	jolly	lot	many	much	multi	numerous	plentiful	richly	so	too	vast	very
زۆربوون	breed	growth	increase																	
زۆرکردن	increase																			
زۆرلێکردن	force	oppress	urge																	
زۆزان																				
زۆنگ	bog	fen																		
زێده	addendum	addition																		
زیاترکەر																				
زیاد	addition	lavish																		
زیادکاری	auction																			
زیادکردن	increase	raise																		
زیادی	extra	richness	surplus																	
زیان	damages	detriment	disadvantage	loss																
زیرەک	astute	bright	clever	crafty	disingenuous	ingenious	intelligent	knowing	sharp	smart										
زیقاندن	shout	shrill																		
زیل	shrill																			
زیندوو	alive	biotic																		
زەبر	blow	duress	hit	stress																
زەبروزەنگ																				
زەحمەت	difficult	hard	trouble																	
زەخت	push																			
زەختە	poke																			
زەخمارکردن	injure																			
زەرەر	damages																			
زەکات	alms	tax																		
زەلکاو	fen	moor																		
زەمانەت																				
زەماوەند																				
زەمینە	circumstance																			
زەنازەنا	busy																			
زەنگ	ring																			
زەنگۆڵ	knee																			
زەوتکردن																				
زەوی	aard	earth	field	floor	soil															
زەویوزار	property																			
ژاکاوی	wrinkle	wrinkly																		
ژانەسەر	headache																			
ژاوەژاو	din																			
ژماردن	calculate	computation	count	counting	figure	include														
ژماردنەوە																				
ژمارە	issue																			
ژن																				
ژنهێنان	marry																			
ژنومێردی	marriage	matrimony																		
ژنیەتی																				
ژنەفتن	hear																			
ژوان	credit	date																		
ژوور	room	top																		
ژێدەر	reference	source																		
ژێرپۆش																				
ژێرچەپۆکە	colony																			
ژێرخان	fabric																			
ژێرکەلتوور	subculture																			
ژێرئاوکەوتن	sink																			
ژێرەوە	bottom	following	inferior																	
ژیان	be	life																		
ژیاندن	supply																			
ژیانەوە																				
ژیری	intelligence	sagacity	sanity	sense	tact	wisdom														
ژین	exist	existence																		
ژەم	course	meal																		
ژەنین	play																			
ژەهر	poison																			
سات	hour																			
ساخته‌کردن	fake	falsification																		
ساخکردنەوە																				
ساده																				
سادە	plain	routine	simple																	
سازاوی	order																			
سازدان	configure	construct	form	tactic																
سازکردن	adapt	equip	furnish																	
سازگارکەر	moderate																			
سازگاری	consistency	harmony																		
سازێنەر	creator	maker																		
سازی	organisation	organization																		
ساف	clear	smooth																		
ساڵنامە																				
ساماڵ	clear	cloudless																		
سامان	fortune	possession	property	richness	supply	wealth														
سانایی																				
ساوا	baby	infant																		
ساویلکەیی																				
ساوین	rub																			
سایکۆز																				
سپاردن	commend	deposit	refer																	
سپاسگوزاری	gratitude																			
سپڵە	mean	unfaithful	wretch																	
سپێر	precaution	spare																		
سپیکردن	skin																			
ستاف	staff																			
ستایش	compliments																			
سترێس	stress																			
ستین	effect																			
ستەملێکراوی	grievance																			
سرپە	whisper																			
سروشت	temperament	wild																		
سروشتگەری																				
سروە	breath	breeze	whisper																	
سرێش	glue																			
سڕ																				
سڕکەر	drug	narcotic																		
سڕینەوە	abrogation	cancel	clean	delete	deletion	dust	eliminate	erase	omit	remove	unlink	wipe								
سزادان	penalize	punish	punishing	retribution	sanction	wreak														
سستی	frigidity	inertia																		
سستەر	nurse																			
سفر	nil	nought	zero																	
سک																				
سکپڕی	pregnancy																			
سکداری																				
سکرتێر																				
سلاح																				
سلاید																				
سلوول																				
سڵاو	greeting	hello	hey	hi	regard															
سمت	buttock	fanny																		
سنجی	ethics																			
سندوق	basket																			
سندۆق																				
سنووردارکردن	confine	infringement	restrict	stinting																
سنوورداری	constraint																			
سنووق	case																			
سنەوبەر																				
سه‌پاندن																				
سه‌رزه‌وی																				
سه‌رسوڕمان																				
سواری	ride																			
سوان	damp	friction																		
سوپەر	shield																			
سوڕان	wind																			
سوڕانەوە	wander																			
سووپ																				
سووتاندن	bake	burn	scorch																	
سوود	advantage	benefit	gain	interest	utility															
سوور	decided	pertain	red	serious																
سووڕ	cycle	turn																		
سووڕانەوە	circulate	roam	turn	whirling																
سووژە																				
سووکانە	offensive																			
سوون	eroding																			
سوونەوە	rub																			
سوێند	sacrament																			
سویچ																				
سۆ																				
سۆراخ																				
سۆز	affection	emotion	emotional	promise																
سۆزدان																				
سۆک	poke																			
سۆما	vision																			
سۆمایی	vision																			
سۆنت	hole																			
سۆنگە	ground																			
سێپا	stand																			
سێکتور																				
سێن	scene																			
سێویان	eroding																			
سیاسەتمەدار	politician																			
سیخوڕی	espionage	intelligence																		
سیدی	disc																			
سیسبونه‌وه‌	fade																			
سیلاخ																				
سیم	wire																			
سیما	feature	features	look																	
سیمبۆڵ	symbol																			
سیمێتری																				
سیمینار																				
سینگ	bosom	breast																		
سینگەمەلە																				
سەبیل																				
سەپاندن	lay																			
سەخت	difficult	hard	intense	mounatinous	rocky	severe	strict													
سەختی	cruelty	difficulty	hardship	privation	strictness	toil														
سەراپا	complete	wholly																		
سەرانه																				
سەراوی	float																			
سەربارکردن	addition																			
سەرباڵ																				
سەربورد																				
سەربووری																				
سەربەرزی	honor	pride																		
سەربەست	free	integrity																		
سەربەستی	freedom																			
سەربەشتێکەوەبوون																				
سەربەگێچەڵ																				
سەرپۆش	cap	mantle																		
سەرپێچی	infringement	violation																		
سەرپەرستی																				
سەرپەرشتی	control	trusteeship																		
سەرپەرەشتی	care																			
سەرتڵ	choice																			
سەرتۆپ	top																			
سەرجەم	amount	gross	overall	sum	total	unanimity														
سەرچاوه	source																			
سەرچاوە	origin	provenance	reference	resource	wellhead															
سەرخستن	promote																			
سەرخۆشکردن	amuse																			
سەرخەو	nap																			
سەردێڕ	caption	headline																		
سەردەدوونان	chase																			
سەردەرنان	appear																			
سەردەرێنان																				
سەردەست																				
سەردەکەوێت	defeats	win																		
سەردەگرێت																				
سەردەم	day	period																		
سەردەمیانە	current																			
سەرڕوو	surface																			
سەرسامکردن	astound	daze																		
سەرسم	trip																			
سەرسووڕماندن	amuse																			
سەرسەری																				
سەرقاڵکردن	amuse																			
سەرقۆڵ	wrist																			
سەرکۆڵەکە	capital																			
سەرکێشی	rage	rebel																		
سەرکەوتن	achieve	achievement	attainable	conquer	conquering	hit	pass	prosper	qualify	success	surpassing	thrive	victory	win						
سەرکەوتوو	conqueror	hit	succeed	successful	thriving	victor	victorious													
سەرگەرم	busy	entertain	entertains																	
سەرگەرمی	sport																			
سەرلێتێکدان	confuse																			
سەرلێدەرکردن	comprehend																			
سەرمایە	capital	fortune																		
سەرمایەگوزاری	finance																			
سەرنج	attention	comment	heed																	
سەرنجڕاکێشان	amuse	attract																		
